joint,values,upper,Sample_Name,OTU,signif
Trioza_fasciata-SV291_c__Gammaproteobacteria,-13.249892130697145,-13.205375546535878,Trioza_fasciata,SV291_c__Gammaproteobacteria,0
Trioza_sp_C-SV291_c__Gammaproteobacteria,-11.835999577341292,-11.808894890429155,Trioza_sp_C,SV291_c__Gammaproteobacteria,0
Trioza_panacis-SV291_c__Gammaproteobacteria,-11.527753975309306,-11.498409314218856,Trioza_panacis,SV291_c__Gammaproteobacteria,0
Trioza_acuta-SV292_Candidatus_Berkiella,-11.750000064624608,-11.7199417653051,Trioza_acuta,SV292_Candidatus_Berkiella,0
Trioza_PRICES_VALLEY-SV292_Candidatus_Berkiella,-18.060495056796512,-18.0146840116516,Trioza_PRICES_VALLEY,SV292_Candidatus_Berkiella,1
Trioza_OMAHUTA-SV297_Massilia,-10.525744749780692,-10.504242945605986,Trioza_OMAHUTA,SV297_Massilia,0
Trioza_irregularis-SV297_Massilia,-10.395679498505523,-10.362822873397507,Trioza_irregularis,SV297_Massilia,0
Trioza_OMAHUTA-SV298_Massilia,-10.406451217643399,-10.38545775051656,Trioza_OMAHUTA,SV298_Massilia,0
Trioza_decurvata-SV298_Massilia,-11.659476228977928,-11.637589869400232,Trioza_decurvata,SV298_Massilia,0
Trioza_vitreoradiata-SV298_Massilia,-9.049389618771805,-9.021345368587587,Trioza_vitreoradiata,SV298_Massilia,0
Trioza_irregularis-SV298_Massilia,-10.535852781613974,-10.503667453718538,Trioza_irregularis,SV298_Massilia,0
Trioza_OMAHUTA-SV299_Massilia,-10.332581577869686,-10.313780157899007,Trioza_OMAHUTA,SV299_Massilia,0
Trioza_decurvata-SV299_Massilia,-11.40269222790469,-11.38160822115834,Trioza_decurvata,SV299_Massilia,0
Trioza_vitreoradiata-SV299_Massilia,-9.201163977792083,-9.170437647281627,Trioza_vitreoradiata,SV299_Massilia,0
Trioza_irregularis-SV299_Massilia,-10.88789466698002,-10.859817752082186,Trioza_irregularis,SV299_Massilia,0
Trioza_OMAHUTA-SV300_Massilia,-10.395401885977176,-10.376193094087357,Trioza_OMAHUTA,SV300_Massilia,0
Trioza_decurvata-SV300_Massilia,-11.608067031002003,-11.586435747741376,Trioza_decurvata,SV300_Massilia,0
Trioza_vitreoradiata-SV300_Massilia,-8.717906267117769,-8.687812356400233,Trioza_vitreoradiata,SV300_Massilia,0
Trioza_irregularis-SV300_Massilia,-10.795308140273256,-10.766109032617242,Trioza_irregularis,SV300_Massilia,0
Trioza_OMAHUTA-SV301_Massilia,-10.294574594269069,-10.272684975370455,Trioza_OMAHUTA,SV301_Massilia,0
Trioza_decurvata-SV301_Massilia,-11.724535887202101,-11.702510883528479,Trioza_decurvata,SV301_Massilia,0
Trioza_vitreoradiata-SV301_Massilia,-9.30560955202852,-9.276563606484032,Trioza_vitreoradiata,SV301_Massilia,0
Trioza_irregularis-SV301_Massilia,-10.606589333418615,-10.572672003402928,Trioza_irregularis,SV301_Massilia,0
Trioza_adventicia-SV302_Undibacterium,-33.1488123669656,-33.1113367084837,Trioza_adventicia,SV302_Undibacterium,1
Trioza_colorata-SV302_Undibacterium,-13.209189010219713,-13.174969012804667,Trioza_colorata,SV302_Undibacterium,0
Trioza_PRICES_VALLEY-SV302_Undibacterium,-18.17793968696051,-18.13717591492616,Trioza_PRICES_VALLEY,SV302_Undibacterium,1
Trioza_OMAHUTA-SV303_f__Oxalobacteraceae,-10.464918357064086,-10.441882296053214,Trioza_OMAHUTA,SV303_f__Oxalobacteraceae,0
Trioza_decurvata-SV303_f__Oxalobacteraceae,-11.876647907335663,-11.851319773325695,Trioza_decurvata,SV303_f__Oxalobacteraceae,0
Trioza_vitreoradiata-SV303_f__Oxalobacteraceae,-9.091866025922021,-9.055422660708018,Trioza_vitreoradiata,SV303_f__Oxalobacteraceae,0
Trioza_irregularis-SV303_f__Oxalobacteraceae,-10.799136445906242,-10.762255555966489,Trioza_irregularis,SV303_f__Oxalobacteraceae,0
Trioza_curta-SV304_f__Oxalobacteraceae,-33.628816692826284,-33.57867128766567,Trioza_curta,SV304_f__Oxalobacteraceae,1
Trioza_OMAHUTA-SV304_f__Oxalobacteraceae,-10.44164960913666,-10.421650381313984,Trioza_OMAHUTA,SV304_f__Oxalobacteraceae,0
Trioza_decurvata-SV304_f__Oxalobacteraceae,-11.669588569748292,-11.644383871729994,Trioza_decurvata,SV304_f__Oxalobacteraceae,0
Trioza_vitreoradiata-SV304_f__Oxalobacteraceae,-8.594257399191283,-8.558935482662882,Trioza_vitreoradiata,SV304_f__Oxalobacteraceae,0
Trioza_irregularis-SV304_f__Oxalobacteraceae,-11.127305146056834,-11.095244383665321,Trioza_irregularis,SV304_f__Oxalobacteraceae,0
Trioza_OMAHUTA-SV305_f__Oxalobacteraceae,-10.438448505633449,-10.418047928262192,Trioza_OMAHUTA,SV305_f__Oxalobacteraceae,0
Trioza_decurvata-SV305_f__Oxalobacteraceae,-11.770414924207179,-11.747729241291658,Trioza_decurvata,SV305_f__Oxalobacteraceae,0
Trioza_vitreoradiata-SV305_f__Oxalobacteraceae,-8.80745526641903,-8.7752184011949,Trioza_vitreoradiata,SV305_f__Oxalobacteraceae,0
Trioza_irregularis-SV305_f__Oxalobacteraceae,-10.749721542652992,-10.717451288834662,Trioza_irregularis,SV305_f__Oxalobacteraceae,0
Trioza_OMAHUTA-SV306_f__Oxalobacteraceae,-10.375124785062425,-10.354479831603319,Trioza_OMAHUTA,SV306_f__Oxalobacteraceae,0
Trioza_decurvata-SV306_f__Oxalobacteraceae,-11.632690494579922,-11.609678630774864,Trioza_decurvata,SV306_f__Oxalobacteraceae,0
Trioza_vitreoradiata-SV306_f__Oxalobacteraceae,-8.862687172972079,-8.82988848088162,Trioza_vitreoradiata,SV306_f__Oxalobacteraceae,0
Trioza_irregularis-SV306_f__Oxalobacteraceae,-11.005211704473208,-10.972258925860816,Trioza_irregularis,SV306_f__Oxalobacteraceae,0
Trioza_bifida-SV307_Ralstonia,-11.626191404274316,-11.591888638986486,Trioza_bifida,SV307_Ralstonia,0
Trioza_curta-SV310_Curvibacter,-33.6237487999727,-33.55480572838121,Trioza_curta,SV310_Curvibacter,1
Trioza_BRENDA_MAY-SV310_Curvibacter,-10.58938666097474,-10.56336227339212,Trioza_BRENDA_MAY,SV310_Curvibacter,0
Trioza_subvexa-SV310_Curvibacter,-10.630590812952418,-10.601499914502204,Trioza_subvexa,SV310_Curvibacter,0
Trioza_OMAHUTA-SV310_Curvibacter,-10.174815522651834,-10.146467572843504,Trioza_OMAHUTA,SV310_Curvibacter,0
Trioza_sp_B-SV310_Curvibacter,-10.341179036566807,-10.30826701032515,Trioza_sp_B,SV310_Curvibacter,0
Trioza_compressa-SV310_Curvibacter,-10.543558388053082,-10.511253312042749,Trioza_compressa,SV310_Curvibacter,0
Trioza_gourlayi-SV310_Curvibacter,-11.070443175434942,-11.0246078909938,Trioza_gourlayi,SV310_Curvibacter,0
Trioza_colorata-SV310_Curvibacter,-13.180211960047728,-13.140301877186447,Trioza_colorata,SV310_Curvibacter,0
Trioza_dacrydii-SV310_Curvibacter,-13.030083154847954,-12.988068129282402,Trioza_dacrydii,SV310_Curvibacter,0
Trioza_obscura-SV310_Curvibacter,-13.478559529557566,-13.446078166932372,Trioza_obscura,SV310_Curvibacter,0
Trioza_FORTROSE-SV310_Curvibacter,-12.82122067630687,-12.766945379617642,Trioza_FORTROSE,SV310_Curvibacter,0
Trioza_sp_A-SV310_Curvibacter,-9.92298869501572,-9.887975842343536,Trioza_sp_A,SV310_Curvibacter,0
Trioza_sp_D-SV310_Curvibacter,-9.534252242210169,-9.497285696129989,Trioza_sp_D,SV310_Curvibacter,0
Trioza_irregularis-SV310_Curvibacter,-10.947463439139277,-10.913914475410717,Trioza_irregularis,SV310_Curvibacter,0
Trioza_MASSEY-SV310_Curvibacter,-18.582315637237144,-18.536135995369623,Trioza_MASSEY,SV310_Curvibacter,1
Trioza_curta-SV311_f__Comamonadaceae,-33.36158685867631,-33.324173288070746,Trioza_curta,SV311_f__Comamonadaceae,1
Trioza_sp_B-SV311_f__Comamonadaceae,-10.911055805890813,-10.887254579013785,Trioza_sp_B,SV311_f__Comamonadaceae,0
Trioza_bifida-SV311_f__Comamonadaceae,-10.961117548032975,-10.930978771201778,Trioza_bifida,SV311_f__Comamonadaceae,0
Trioza_dacrydii-SV311_f__Comamonadaceae,-13.327730568205034,-13.286648240204839,Trioza_dacrydii,SV311_f__Comamonadaceae,0
Trioza_obscura-SV311_f__Comamonadaceae,-14.11770680495841,-14.091277389198535,Trioza_obscura,SV311_f__Comamonadaceae,0
Trioza_sp_A-SV311_f__Comamonadaceae,-8.8055751521427,-8.77599665657029,Trioza_sp_A,SV311_f__Comamonadaceae,0
Trioza_sp_D-SV311_f__Comamonadaceae,-9.165509257290557,-9.13686720069262,Trioza_sp_D,SV311_f__Comamonadaceae,0
Trioza_irregularis-SV311_f__Comamonadaceae,-11.504811326761475,-11.478145490133395,Trioza_irregularis,SV311_f__Comamonadaceae,0
Trioza_curta-SV312_f__Comamonadaceae,-33.449923175809175,-33.407463645640966,Trioza_curta,SV312_f__Comamonadaceae,1
Trioza_sp_B-SV312_f__Comamonadaceae,-11.185415246046968,-11.157382476574229,Trioza_sp_B,SV312_f__Comamonadaceae,0
Trioza_gourlayi-SV312_f__Comamonadaceae,-11.161048159580114,-11.131288006017282,Trioza_gourlayi,SV312_f__Comamonadaceae,0
Trioza_dacrydii-SV312_f__Comamonadaceae,-13.244613581802927,-13.201359313145332,Trioza_dacrydii,SV312_f__Comamonadaceae,0
Trioza_obscura-SV312_f__Comamonadaceae,-14.05802338351616,-14.028993549288035,Trioza_obscura,SV312_f__Comamonadaceae,0
Trioza_curta-SV313_Aquabacterium,-33.0180477562343,-32.98084416702354,Trioza_curta,SV313_Aquabacterium,1
Trioza_BRENDA_MAY-SV313_Aquabacterium,-10.605811571142745,-10.580888155344393,Trioza_BRENDA_MAY,SV313_Aquabacterium,0
Trioza_subvexa-SV313_Aquabacterium,-10.972729668870988,-10.940368578159145,Trioza_subvexa,SV313_Aquabacterium,0
Trioza_sp_B-SV313_Aquabacterium,-10.919469706305666,-10.89197301396364,Trioza_sp_B,SV313_Aquabacterium,0
Trioza_gourlayi-SV313_Aquabacterium,-11.160163037155996,-11.128519159528249,Trioza_gourlayi,SV313_Aquabacterium,0
Trioza_dacrydii-SV313_Aquabacterium,-13.076038208732268,-13.037501022632236,Trioza_dacrydii,SV313_Aquabacterium,0
Trioza_obscura-SV313_Aquabacterium,-14.083438175807055,-14.055114061121857,Trioza_obscura,SV313_Aquabacterium,0
Trioza_FORTROSE-SV313_Aquabacterium,-11.843503626900239,-11.81538366091896,Trioza_FORTROSE,SV313_Aquabacterium,0
Trioza_sp_A-SV313_Aquabacterium,-9.190478799862573,-9.167348630253224,Trioza_sp_A,SV313_Aquabacterium,0
Trioza_sp_D-SV313_Aquabacterium,-9.42151984631234,-9.39214511996517,Trioza_sp_D,SV313_Aquabacterium,0
Trioza_irregularis-SV313_Aquabacterium,-11.094482571219238,-11.06400639629772,Trioza_irregularis,SV313_Aquabacterium,0
Trioza_curta-SV314_Aquabacterium,-33.14427024881272,-33.103974205309655,Trioza_curta,SV314_Aquabacterium,1
Trioza_dacrydii-SV314_Aquabacterium,-12.976962477627161,-12.94171095736875,Trioza_dacrydii,SV314_Aquabacterium,0
Trioza_sp_A-SV314_Aquabacterium,-8.952710939118013,-8.927325559042645,Trioza_sp_A,SV314_Aquabacterium,0
Trioza_bifida-SV315_Pseudacidovorax,-10.620415465271652,-10.59554904227118,Trioza_bifida,SV315_Pseudacidovorax,0
Trioza_colorata-SV315_Pseudacidovorax,-12.317939884704984,-12.29292270183761,Trioza_colorata,SV315_Pseudacidovorax,0
Trioza_bifida-SV316_f__Comamonadaceae,-10.645311597225417,-10.619755470626796,Trioza_bifida,SV316_f__Comamonadaceae,0
Trioza_fasciata-SV316_f__Comamonadaceae,-12.620211173318463,-12.589283808595058,Trioza_fasciata,SV316_f__Comamonadaceae,0
Trioza_irregularis-SV316_f__Comamonadaceae,-11.340420544360843,-11.314004482607539,Trioza_irregularis,SV316_f__Comamonadaceae,0
Trioza_panacis-SV316_f__Comamonadaceae,-11.52556003210101,-11.488354225887058,Trioza_panacis,SV316_f__Comamonadaceae,0
Trioza_adventicia-SV318_f__Comamonadaceae,-33.357581263398636,-33.31551054346129,Trioza_adventicia,SV318_f__Comamonadaceae,1
Trioza_curta-SV318_f__Comamonadaceae,-33.158547990908524,-33.11759336237982,Trioza_curta,SV318_f__Comamonadaceae,1
Trioza_BRENDA_MAY-SV318_f__Comamonadaceae,-10.630084813065745,-10.60389219425007,Trioza_BRENDA_MAY,SV318_f__Comamonadaceae,0
Trioza_subvexa-SV318_f__Comamonadaceae,-11.006569060712545,-10.973594983748741,Trioza_subvexa,SV318_f__Comamonadaceae,0
Trioza_OMAHUTA-SV318_f__Comamonadaceae,-10.396538848374805,-10.376119874655597,Trioza_OMAHUTA,SV318_f__Comamonadaceae,0
Trioza_gourlayi-SV318_f__Comamonadaceae,-11.016542739815074,-10.990123705065557,Trioza_gourlayi,SV318_f__Comamonadaceae,0
Trioza_colorata-SV318_f__Comamonadaceae,-12.32392560619368,-12.299585489479144,Trioza_colorata,SV318_f__Comamonadaceae,0
Trioza_dacrydii-SV318_f__Comamonadaceae,-13.067942527762291,-13.031166668836944,Trioza_dacrydii,SV318_f__Comamonadaceae,0
Trioza_obscura-SV318_f__Comamonadaceae,-13.676500259298654,-13.650485993163224,Trioza_obscura,SV318_f__Comamonadaceae,0
Trioza_FORTROSE-SV318_f__Comamonadaceae,-12.20359460625723,-12.171466250509658,Trioza_FORTROSE,SV318_f__Comamonadaceae,0
Trioza_sp_A-SV318_f__Comamonadaceae,-9.313659303861844,-9.286058559951227,Trioza_sp_A,SV318_f__Comamonadaceae,0
Trioza_sp_D-SV318_f__Comamonadaceae,-9.469038833878649,-9.437744587912931,Trioza_sp_D,SV318_f__Comamonadaceae,0
Trioza_irregularis-SV318_f__Comamonadaceae,-10.82457084742104,-10.794383384709926,Trioza_irregularis,SV318_f__Comamonadaceae,0
Trioza_MASSEY-SV318_f__Comamonadaceae,-18.068598910031064,-18.031920567863008,Trioza_MASSEY,SV318_f__Comamonadaceae,1
Trioza_adventicia-SV320_f__Comamonadaceae,-32.84573214733691,-32.79132438898874,Trioza_adventicia,SV320_f__Comamonadaceae,1
Trioza_curta-SV320_f__Comamonadaceae,-33.31985337769612,-33.27255766550978,Trioza_curta,SV320_f__Comamonadaceae,1
Trioza_BRENDA_MAY-SV320_f__Comamonadaceae,-10.908933872216732,-10.879513016164546,Trioza_BRENDA_MAY,SV320_f__Comamonadaceae,0
Trioza_doryphora-SV320_f__Comamonadaceae,-11.069738775440047,-11.043409227621432,Trioza_doryphora,SV320_f__Comamonadaceae,0
Trioza_bifida-SV320_f__Comamonadaceae,-11.160385927130381,-11.131400988257415,Trioza_bifida,SV320_f__Comamonadaceae,0
Trioza_dacrydii-SV320_f__Comamonadaceae,-13.354366710170138,-13.31654481425817,Trioza_dacrydii,SV320_f__Comamonadaceae,0
Trioza_sp_A-SV320_f__Comamonadaceae,-8.900562787042427,-8.870432721334398,Trioza_sp_A,SV320_f__Comamonadaceae,0
Trioza_vitreoradiata-SV320_f__Comamonadaceae,-8.594112359542219,-8.565096240050428,Trioza_vitreoradiata,SV320_f__Comamonadaceae,0
Trioza_sp_D-SV320_f__Comamonadaceae,-9.297789680380008,-9.26556711181078,Trioza_sp_D,SV320_f__Comamonadaceae,0
Trioza_irregularis-SV320_f__Comamonadaceae,-10.840615069340965,-10.809233974803872,Trioza_irregularis,SV320_f__Comamonadaceae,0
Trioza_curta-SV321_f__Comamonadaceae,-33.26844607783086,-33.22264778960617,Trioza_curta,SV321_f__Comamonadaceae,1
Trioza_BRENDA_MAY-SV321_f__Comamonadaceae,-10.685760006039375,-10.659476583234264,Trioza_BRENDA_MAY,SV321_f__Comamonadaceae,0
Trioza_subvexa-SV321_f__Comamonadaceae,-10.923411434392252,-10.89704205630443,Trioza_subvexa,SV321_f__Comamonadaceae,0
Trioza_OMAHUTA-SV321_f__Comamonadaceae,-10.459192157476243,-10.439464247948084,Trioza_OMAHUTA,SV321_f__Comamonadaceae,0
Trioza_sp_B-SV321_f__Comamonadaceae,-10.674065234352309,-10.648036885578426,Trioza_sp_B,SV321_f__Comamonadaceae,0
Trioza_compressa-SV321_f__Comamonadaceae,-10.530833503500702,-10.510994812020428,Trioza_compressa,SV321_f__Comamonadaceae,0
Trioza_gourlayi-SV321_f__Comamonadaceae,-11.105868551466008,-11.069822723958165,Trioza_gourlayi,SV321_f__Comamonadaceae,0
Trioza_colorata-SV321_f__Comamonadaceae,-12.38025939248794,-12.356810836350384,Trioza_colorata,SV321_f__Comamonadaceae,0
Trioza_dacrydii-SV321_f__Comamonadaceae,-12.962423256086938,-12.929679972941399,Trioza_dacrydii,SV321_f__Comamonadaceae,0
Trioza_obscura-SV321_f__Comamonadaceae,-13.896053957885943,-13.869812778588654,Trioza_obscura,SV321_f__Comamonadaceae,0
Trioza_FORTROSE-SV321_f__Comamonadaceae,-12.062366565708627,-12.031262397135546,Trioza_FORTROSE,SV321_f__Comamonadaceae,0
Trioza_sp_A-SV321_f__Comamonadaceae,-9.349841461890813,-9.319916966437994,Trioza_sp_A,SV321_f__Comamonadaceae,0
Trioza_sp_D-SV321_f__Comamonadaceae,-9.544615946973867,-9.511855604993913,Trioza_sp_D,SV321_f__Comamonadaceae,0
Trioza_irregularis-SV321_f__Comamonadaceae,-10.924817136252045,-10.895388673395443,Trioza_irregularis,SV321_f__Comamonadaceae,0
Trioza_MASSEY-SV321_f__Comamonadaceae,-18.156394041371133,-18.118103650382636,Trioza_MASSEY,SV321_f__Comamonadaceae,1
Trioza_fasciata-SV325_Pelomonas,-12.738794833133529,-12.706813131909602,Trioza_fasciata,SV325_Pelomonas,0
Trioza_adventicia-SV327_Aquabacterium,-33.40348520423861,-33.35813092000076,Trioza_adventicia,SV327_Aquabacterium,1
Trioza_curta-SV327_Aquabacterium,-33.4409575635359,-33.39218500071406,Trioza_curta,SV327_Aquabacterium,1
Trioza_BRENDA_MAY-SV327_Aquabacterium,-10.90790341816096,-10.881972672600671,Trioza_BRENDA_MAY,SV327_Aquabacterium,0
Trioza_doryphora-SV327_Aquabacterium,-10.900998724537834,-10.87728421748782,Trioza_doryphora,SV327_Aquabacterium,0
Trioza_subacuta-SV327_Aquabacterium,-11.043226649401277,-11.018696022299691,Trioza_subacuta,SV327_Aquabacterium,0
Trioza_subvexa-SV327_Aquabacterium,-11.18542793243601,-11.155312625726129,Trioza_subvexa,SV327_Aquabacterium,0
Trioza_OMAHUTA-SV327_Aquabacterium,-10.366694332740668,-10.34431619011778,Trioza_OMAHUTA,SV327_Aquabacterium,0
Trioza_sp_B-SV327_Aquabacterium,-10.859966909643639,-10.831825486799595,Trioza_sp_B,SV327_Aquabacterium,0
Trioza_compressa-SV327_Aquabacterium,-10.955784439564638,-10.930642604174134,Trioza_compressa,SV327_Aquabacterium,0
Trioza_bifida-SV327_Aquabacterium,-10.725860669053876,-10.69896152555533,Trioza_bifida,SV327_Aquabacterium,0
Trioza_gourlayi-SV327_Aquabacterium,-11.1151017288089,-11.088756579493918,Trioza_gourlayi,SV327_Aquabacterium,0
Trioza_acuta-SV327_Aquabacterium,-10.946695362042172,-10.916093628176853,Trioza_acuta,SV327_Aquabacterium,0
Trioza_decurvata-SV327_Aquabacterium,-11.315027540770567,-11.285240235741341,Trioza_decurvata,SV327_Aquabacterium,0
Trioza_colorata-SV327_Aquabacterium,-12.523830715730684,-12.489610853642198,Trioza_colorata,SV327_Aquabacterium,0
Trioza_dacrydii-SV327_Aquabacterium,-13.353509671988954,-13.308242744225582,Trioza_dacrydii,SV327_Aquabacterium,0
Trioza_obscura-SV327_Aquabacterium,-13.685414889119523,-13.653248248685236,Trioza_obscura,SV327_Aquabacterium,0
Trioza_FORTROSE-SV327_Aquabacterium,-12.353604782350297,-12.31604031311159,Trioza_FORTROSE,SV327_Aquabacterium,0
Trioza_falcata-SV327_Aquabacterium,-11.948940439885948,-11.910977523155012,Trioza_falcata,SV327_Aquabacterium,0
Trioza_discariae-SV327_Aquabacterium,-10.057296468082631,-10.027602075768668,Trioza_discariae,SV327_Aquabacterium,0
Trioza_emarginata-SV327_Aquabacterium,-10.332731508320064,-10.30238089951126,Trioza_emarginata,SV327_Aquabacterium,0
Trioza_hebicola-SV327_Aquabacterium,-10.096787307552875,-10.071898555183447,Trioza_hebicola,SV327_Aquabacterium,0
Trioza_sp_A-SV327_Aquabacterium,-9.436265661097195,-9.403022662629542,Trioza_sp_A,SV327_Aquabacterium,0
Trioza_vitreoradiata-SV327_Aquabacterium,-9.239593111521197,-9.207525758745058,Trioza_vitreoradiata,SV327_Aquabacterium,0
Trioza_sp_D-SV327_Aquabacterium,-9.361696436021427,-9.329565560957603,Trioza_sp_D,SV327_Aquabacterium,0
Trioza_fasciata-SV327_Aquabacterium,-12.680471075379437,-12.64841671601478,Trioza_fasciata,SV327_Aquabacterium,0
Trioza_irregularis-SV327_Aquabacterium,-10.93179824174306,-10.892415559082167,Trioza_irregularis,SV327_Aquabacterium,0
Trioza_sp_C-SV327_Aquabacterium,-10.859896120587374,-10.820809940614817,Trioza_sp_C,SV327_Aquabacterium,0
Trioza_panacis-SV327_Aquabacterium,-11.198160282548976,-11.154118445925615,Trioza_panacis,SV327_Aquabacterium,0
Trioza_MASSEY-SV327_Aquabacterium,-18.255150968832226,-18.20991952902551,Trioza_MASSEY,SV327_Aquabacterium,1
Trioza_PRICES_VALLEY-SV327_Aquabacterium,-18.432741213877204,-18.380818271846714,Trioza_PRICES_VALLEY,SV327_Aquabacterium,1
Trioza_curta-SV328_Aquabacterium,-32.83324342996279,-32.79483843955751,Trioza_curta,SV328_Aquabacterium,1
Trioza_BRENDA_MAY-SV328_Aquabacterium,-10.486306289931559,-10.464262405798069,Trioza_BRENDA_MAY,SV328_Aquabacterium,0
Trioza_sp_B-SV328_Aquabacterium,-10.625213653971871,-10.5983339612838,Trioza_sp_B,SV328_Aquabacterium,0
Trioza_compressa-SV328_Aquabacterium,-10.654000766851055,-10.631776612136168,Trioza_compressa,SV328_Aquabacterium,0
Trioza_dacrydii-SV328_Aquabacterium,-13.256298268370761,-13.218202813102774,Trioza_dacrydii,SV328_Aquabacterium,0
Trioza_obscura-SV328_Aquabacterium,-13.890995465443744,-13.860041731873837,Trioza_obscura,SV328_Aquabacterium,0
Trioza_sp_A-SV328_Aquabacterium,-9.356835650735666,-9.324256045410248,Trioza_sp_A,SV328_Aquabacterium,0
Trioza_sp_D-SV328_Aquabacterium,-9.484159998495592,-9.446188492371544,Trioza_sp_D,SV328_Aquabacterium,0
Trioza_irregularis-SV328_Aquabacterium,-11.317096399812693,-11.28278554191257,Trioza_irregularis,SV328_Aquabacterium,0
Trioza_MASSEY-SV328_Aquabacterium,-18.313129306326015,-18.275358653176987,Trioza_MASSEY,SV328_Aquabacterium,1
Trioza_curta-SV329_Curvibacter,-33.22334200010389,-33.178084771740636,Trioza_curta,SV329_Curvibacter,1
Trioza_BRENDA_MAY-SV329_Curvibacter,-10.434280798710619,-10.41250884287734,Trioza_BRENDA_MAY,SV329_Curvibacter,0
Trioza_subvexa-SV329_Curvibacter,-10.695346252330886,-10.666137753697585,Trioza_subvexa,SV329_Curvibacter,0
Trioza_OMAHUTA-SV329_Curvibacter,-9.92066544222893,-9.900563581427935,Trioza_OMAHUTA,SV329_Curvibacter,0
Trioza_sp_B-SV329_Curvibacter,-10.369229794791348,-10.34805263809551,Trioza_sp_B,SV329_Curvibacter,0
Trioza_compressa-SV329_Curvibacter,-10.336263495623033,-10.311190508284815,Trioza_compressa,SV329_Curvibacter,0
Trioza_gourlayi-SV329_Curvibacter,-11.089878402144137,-11.057274924492415,Trioza_gourlayi,SV329_Curvibacter,0
Trioza_colorata-SV329_Curvibacter,-12.316403027216209,-12.287398156277995,Trioza_colorata,SV329_Curvibacter,0
Trioza_dacrydii-SV329_Curvibacter,-13.036235598940111,-12.998583315415491,Trioza_dacrydii,SV329_Curvibacter,0
Trioza_obscura-SV329_Curvibacter,-13.874692102379015,-13.845105810266473,Trioza_obscura,SV329_Curvibacter,0
Trioza_FORTROSE-SV329_Curvibacter,-11.973302711383797,-11.938420718411775,Trioza_FORTROSE,SV329_Curvibacter,0
Trioza_hebicola-SV329_Curvibacter,-10.184319765362142,-10.163498492377855,Trioza_hebicola,SV329_Curvibacter,0
Trioza_sp_A-SV329_Curvibacter,-9.380106282884764,-9.350622710156841,Trioza_sp_A,SV329_Curvibacter,0
Trioza_vitreoradiata-SV329_Curvibacter,-9.208392449553513,-9.17843414978546,Trioza_vitreoradiata,SV329_Curvibacter,0
Trioza_sp_D-SV329_Curvibacter,-9.459421185300787,-9.428041960229063,Trioza_sp_D,SV329_Curvibacter,0
Trioza_fasciata-SV329_Curvibacter,-12.769892740626455,-12.734467575736245,Trioza_fasciata,SV329_Curvibacter,0
Trioza_irregularis-SV329_Curvibacter,-11.523671645238561,-11.494490867273779,Trioza_irregularis,SV329_Curvibacter,0
Trioza_panacis-SV329_Curvibacter,-11.629837690583797,-11.590073573303586,Trioza_panacis,SV329_Curvibacter,0
Trioza_MASSEY-SV329_Curvibacter,-18.46189194071088,-18.421444340875727,Trioza_MASSEY,SV329_Curvibacter,1
Trioza_bifida-SV330_f__Comamonadaceae,-10.662534106103585,-10.636353645015001,Trioza_bifida,SV330_f__Comamonadaceae,0
Trioza_curta-SV331_f__Comamonadaceae,-33.221359535750736,-33.18002684157813,Trioza_curta,SV331_f__Comamonadaceae,1
Trioza_OMAHUTA-SV331_f__Comamonadaceae,-9.900170019520784,-9.880858224752068,Trioza_OMAHUTA,SV331_f__Comamonadaceae,0
Trioza_dacrydii-SV331_f__Comamonadaceae,-12.868165807545672,-12.833092799355397,Trioza_dacrydii,SV331_f__Comamonadaceae,0
Trioza_obscura-SV331_f__Comamonadaceae,-13.716834017023528,-13.688599222071195,Trioza_obscura,SV331_f__Comamonadaceae,0
Trioza_sp_A-SV331_f__Comamonadaceae,-9.386195851888825,-9.358664807803,Trioza_sp_A,SV331_f__Comamonadaceae,0
Trioza_vitreoradiata-SV331_f__Comamonadaceae,-9.225135190116882,-9.197398361407975,Trioza_vitreoradiata,SV331_f__Comamonadaceae,0
Trioza_sp_D-SV331_f__Comamonadaceae,-9.482411927027906,-9.452635468933021,Trioza_sp_D,SV331_f__Comamonadaceae,0
Trioza_bifida-SV332_Delftia,-10.859711781262789,-10.832566643695161,Trioza_bifida,SV332_Delftia,0
Trioza_OMAHUTA-SV333_f__Comamonadaceae,-10.457683470932054,-10.433766497500883,Trioza_OMAHUTA,SV333_f__Comamonadaceae,0
Trioza_gourlayi-SV333_f__Comamonadaceae,-11.092465116538742,-11.064385472581446,Trioza_gourlayi,SV333_f__Comamonadaceae,0
Trioza_decurvata-SV333_f__Comamonadaceae,-11.545075707802368,-11.516952921579179,Trioza_decurvata,SV333_f__Comamonadaceae,0
Trioza_colorata-SV333_f__Comamonadaceae,-12.492073910621635,-12.463919485783324,Trioza_colorata,SV333_f__Comamonadaceae,0
Trioza_dacrydii-SV333_f__Comamonadaceae,-13.242008672025607,-13.196866639835502,Trioza_dacrydii,SV333_f__Comamonadaceae,0
Trioza_FORTROSE-SV333_f__Comamonadaceae,-12.251755187643397,-12.213413314437723,Trioza_FORTROSE,SV333_f__Comamonadaceae,0
Trioza_sp_A-SV333_f__Comamonadaceae,-9.444098495610758,-9.409146162803697,Trioza_sp_A,SV333_f__Comamonadaceae,0
